EVENT:  84 2 18.5483  0.000179293  -9280.5
TRACK:  22 0.00442242   -5.62917e-05   0.427961
TRACK:  11 0.0471838   -0.000118372   4.57177

EVENT:  85 2 18.5474  -0.000374489  -9280.5
TRACK:  22 0.00749234   6.94363e-06   0.728924
TRACK:  11 0.0439841   0.000108339   4.27081

EVENT:  86 2 18.5463  0.000248404  -9280.5
TRACK:  22 0.002761   7.44514e-06   0.271523
TRACK:  11 0.0488166   4.71427e-05   4.72821

EVENT:  87 2 18.5469  -1.45294e-05  -9280.5
TRACK:  22 0.000730381   -9.37297e-07   0.0730336
TRACK:  11 0.0509681   -6.69844e-05   4.9267

EVENT:  88 2 18.5465  0.000105086  -9280.5
TRACK:  22 0.00771275   7.90738e-06   0.744755
TRACK:  11 0.0439984   1.77804e-05   4.25498

EVENT:  89 2 18.5478  0.00016085  -9280.5
TRACK:  22 0.000434256   1.86006e-05   0.0428186
TRACK:  11 0.0509383   -1.24594e-05   4.95692

EVENT:  90 2 18.5468  0.000141963  -9280.5
TRACK:  22 0.00209329   -3.48782e-05   0.203332
TRACK:  11 0.0495458   7.74733e-05   4.7964

EVENT:  91 2 18.5483  7.19916e-05  -9280.5
TRACK:  22 0.00174579   3.36068e-05   0.168489
TRACK:  11 0.0498536   -5.28405e-05   4.83125

EVENT:  92 2 18.5475  -6.06754e-06  -9280.5
TRACK:  22 8.82808e-05   -8.69415e-06   0.00855472
TRACK:  11 0.0516317   0.000115674   4.99118

EVENT:  93 2 18.5473  -6.83069e-05  -9280.5
TRACK:  22 0.00623501   2.70445e-05   0.604852
TRACK:  11 0.0455365   4.35401e-05   4.39488

EVENT:  94 2 18.5469  0.000271761  -9280.5
TRACK:  22 0.00656866   -2.36034e-05   0.635827
TRACK:  11 0.0449444   3.69201e-05   4.36391

EVENT:  95 2 18.5463  -2.47087e-05  -9280.5
TRACK:  22 0.00321519   3.61792e-06   0.313601
TRACK:  11 0.0486929   -6.83629e-05   4.68613

EVENT:  96 2 18.5467  -0.000428832  -9280.5
TRACK:  22 0.00744754   -4.15634e-06   0.71988
TRACK:  11 0.0444   6.15746e-06   4.27985

EVENT:  97 2 18.5463  0.000186958  -9280.5
TRACK:  22 0.00536002   -4.53577e-05   0.521052
TRACK:  11 0.0461548   -2.56757e-05   4.47868

EVENT:  98 2 18.5469  -0.000109807  -9280.5
TRACK:  22 0.00124422   -3.18564e-05   0.11998
TRACK:  11 0.0504848   -2.27014e-05   4.87975

