Element,Gx,Gy,Gz,s,Length,Value,Chi1,Chi2,Chi3,#_µ,mag.#,type
QC2RE3215,-2.746007,-453.013618,-5.43E-05,3013.0947,0.01,-1.68E-04,2.864753,-0.008281,7.85E-20,5242,1705,518
,,,,,,,,,,,,
QC2RE3205,-2.736019,-453.013118,-5.58E-05,3013.1047,0.01,-1.45E-04,2.86475,-0.00828,7.85E-20,5246,1705,519
,,,,,,,,,,,,
QC2RE3195,-2.726032,-453.012618,-5.72E-05,3013.1147,0.01,-5.43E-05,2.864748,-0.00828,7.85E-20,5250,1705,520
,,,,,,,,,,,,
QC2RE3185,-2.716044,-453.012118,-5.87E-05,3013.1247,0.01,1.74E-04,2.864747,-0.008281,7.85E-20,5254,1705,521
,,,,,,,,,,,,
QC2RE3175,-2.706057,-453.011618,-6.01E-05,3013.1347,0.01,6.54E-04,2.864746,-0.008288,7.85E-20,5258,1705,522
,,,,,,,,,,,,
QC2RE3165,-2.696069,-453.011119,-6.16E-05,3013.1447,0.01,0.0015294,2.864748,-0.008306,7.85E-20,5262,1705,523
,,,,,,,,,,,,
QC2RE3155,-2.686082,-453.010619,-6.30E-05,3013.1547,0.01,0.0029172,2.864754,-0.008344,7.85E-20,5266,1705,524
,,,,,,,,,,,,
QC2RE3145,-2.676094,-453.010119,-6.45E-05,3013.1647,0.01,0.0048018,2.864766,-0.008417,7.86E-20,5270,1705,525
,,,,,,,,,,,,
QC2RE3135,-2.666107,-453.009619,-6.60E-05,3013.1747,0.01,0.0069703,2.864787,-0.008536,7.87E-20,5274,1705,526
,,,,,,,,,,,,
QC2RE3125,-2.656119,-453.00912,-6.75E-05,3013.1847,0.01,0.0090743,2.864818,-0.008708,7.88E-20,5278,1705,527
,,,,,,,,,,,,
QC2RE3115,-2.646132,-453.00862,-6.90E-05,3013.1947,0.01,0.0108004,2.864859,-0.008932,7.89E-20,5283,1705,528
,,,,,,,,,,,,
QC2RE3105,-2.636144,-453.00812,-7.06E-05,3013.2047,0.01,0.0120078,2.864909,-0.0092,7.91E-20,5287,1705,529
,,,,,,,,,,,,
QC2RE3095,-2.626157,-453.00762,-7.22E-05,3013.2147,0.01,0.0127368,2.864963,-0.009498,7.93E-20,5291,1705,530
,,,,,,,,,,,,
QC2RE3085,-2.616169,-453.00712,-7.39E-05,3013.2247,0.01,0.0131205,2.865021,-0.009815,7.94E-20,5295,1705,531
,,,,,,,,,,,,
QC2RE3075,-2.606182,-453.00662,-7.57E-05,3013.2347,0.01,0.013295,2.865081,-0.010143,7.97E-20,5299,1705,532
,,,,,,,,,,,,
QC2RE3065,-2.596194,-453.006121,-7.75E-05,3013.2447,0.01,0.0133587,2.865141,-0.010477,7.99E-20,5303,1705,533
,,,,,,,,,,,,
QC2RE3055,-2.586207,-453.005621,-7.93E-05,3013.2547,0.01,0.0133701,2.865202,-0.010814,8.01E-20,5307,1705,534
,,,,,,,,,,,,
QC2RE3045,-2.576219,-453.005121,-8.12E-05,3013.2647,0.01,0.01336,2.865262,-0.011153,8.03E-20,5311,1705,535
,,,,,,,,,,,,
QC2RE3035,-2.566232,-453.004621,-8.32E-05,3013.2747,0.01,0.0133429,2.865323,-0.011492,8.05E-20,5315,1705,536
,,,,,,,,,,,,
QC2RE3025,-2.556244,-453.004121,-8.52E-05,3013.2847,0.01,0.0133252,2.865383,-0.011833,8.07E-20,5319,1705,537
,,,,,,,,,,,,
QC2RE3015,-2.546257,-453.003621,-8.73E-05,3013.2947,0.01,0.0133094,2.865443,-0.012175,8.09E-20,5323,1705,538
,,,,,,,,,,,,
QC2RE3005,-2.536269,-453.003121,-8.95E-05,3013.3047,0.01,0.0132962,2.865503,-0.012517,8.11E-20,5327,1705,539
,,,,,,,,,,,,
QC2RE2995,-2.526282,-453.002621,-9.17E-05,3013.3147,0.01,0.0132856,2.865562,-0.012862,8.13E-20,5331,1705,540
,,,,,,,,,,,,
QC2RE2985,-2.516294,-453.002121,-9.40E-05,3013.3247,0.01,0.0132772,2.865621,-0.013207,8.15E-20,5335,1705,541
,,,,,,,,,,,,
QC2RE2975,-2.506307,-453.001622,-9.63E-05,3013.3347,0.01,0.0132708,2.86568,-0.013554,8.17E-20,5339,1705,542
,,,,,,,,,,,,
QC2RE2965,-2.496319,-453.001122,-9.87E-05,3013.3447,0.01,0.0132659,2.865739,-0.013903,8.19E-20,5343,1705,543
,,,,,,,,,,,,
QC2RE2955,-2.486332,-453.000622,-1.01E-04,3013.3547,0.01,0.0132623,2.865798,-0.014253,8.21E-20,5347,1705,544
,,,,,,,,,,,,
QC2RE2945,-2.476344,-453.000122,-1.04E-04,3013.3647,0.01,0.0132599,2.865856,-0.014605,8.23E-20,5351,1705,545
,,,,,,,,,,,,
QC2RE2935,-2.466357,-452.999622,-1.06E-04,3013.3747,0.01,0.0132586,2.865915,-0.014959,8.25E-20,5355,1705,546
,,,,,,,,,,,,
QC2RE2925,-2.456369,-452.999122,-1.09E-04,3013.3847,0.01,0.0132581,2.865973,-0.015315,8.27E-20,5359,1705,547
,,,,,,,,,,,,
ZHQC2RE,-2.446382,-452.998622,-1.12E-04,3013.3947,0,0,2.86603,-0.015672,8.28E-20,5365,1705,11
,,,,,,,,,,,,
ZVQC2RE,-2.446382,-452.998622,-1.12E-04,3013.3947,0,0,2.86603,-0.00418,8.28E-20,5366,1705,11
,,,,,,,,,,,,
QC2RE2915,-2.446382,-452.998622,-1.12E-04,3013.3947,0.01,0.0132586,2.86603,-0.015672,8.28E-20,5369,1705,546
,,,,,,,,,,,,
QC2RE2905,-2.436394,-452.998122,-1.14E-04,3013.4047,0.01,0.0132601,2.866088,-0.016032,8.30E-20,5373,1705,548
,,,,,,,,,,,,
QC2RE2895,-2.426407,-452.997622,-1.17E-04,3013.4147,0.01,0.0132625,2.866145,-0.016394,8.32E-20,5377,1705,549
,,,,,,,,,,,,
QC2RE2885,-2.416419,-452.997122,-1.20E-04,3013.4247,0.01,0.0132661,2.866202,-0.016758,8.34E-20,5381,1705,550
,,,,,,,,,,,,
QC2RE2875,-2.406432,-452.996622,-1.23E-04,3013.4347,0.01,0.0132711,2.866259,-0.017124,8.36E-20,5385,1705,551
,,,,,,,,,,,,
QC2RE2865,-2.396444,-452.996121,-1.26E-04,3013.4447,0.01,0.0132777,2.866316,-0.017492,8.38E-20,5389,1705,552
,,,,,,,,,,,,
QC2RE2855,-2.386457,-452.995621,-1.29E-04,3013.4547,0.01,0.0132862,2.866372,-0.017863,8.40E-20,5393,1705,553
,,,,,,,,,,,,
QC2RE2845,-2.376469,-452.995121,-1.32E-04,3013.4647,0.01,0.0132969,2.866428,-0.018236,8.42E-20,5397,1705,554
,,,,,,,,,,,,
QC2RE2835,-2.366482,-452.994621,-1.36E-04,3013.4747,0.01,0.0133102,2.866484,-0.018612,8.44E-20,5401,1705,555
,,,,,,,,,,,,
QC2RE2825,-2.356494,-452.994121,-1.39E-04,3013.4847,0.01,0.0133261,2.86654,-0.01899,8.46E-20,5405,1705,556
,,,,,,,,,,,,
QC2RE2815,-2.346507,-452.993621,-1.42E-04,3013.4947,0.01,0.0133439,2.866595,-0.019371,8.47E-20,5409,1705,557
,,,,,,,,,,,,
QC2RE2805,-2.336519,-452.993121,-1.46E-04,3013.5047,0.01,0.0133609,2.866651,-0.019754,8.49E-20,5413,1705,558
,,,,,,,,,,,,
QC2RE2795,-2.326532,-452.992621,-1.49E-04,3013.5147,0.01,0.0133706,2.866706,-0.020141,8.51E-20,5417,1705,559
,,,,,,,,,,,,
QC2RE2785,-2.316544,-452.992121,-1.53E-04,3013.5247,0.01,0.0133579,2.866761,-0.020529,8.53E-20,5421,1705,560
,,,,,,,,,,,,
QC2RE2775,-2.306557,-452.991621,-1.56E-04,3013.5347,0.01,0.0132911,2.866816,-0.020919,8.55E-20,5425,1705,561
,,,,,,,,,,,,
QC2RE2765,-2.296569,-452.99112,-1.60E-04,3013.5447,0.01,0.0131104,2.866871,-0.021308,8.57E-20,5429,1705,562
,,,,,,,,,,,,
QC2RE2755,-2.286582,-452.99062,-1.64E-04,3013.5547,0.01,0.0127155,2.866925,-0.021694,8.59E-20,5433,1705,563
,,,,,,,,,,,,
QC2RE2745,-2.276594,-452.99012,-1.67E-04,3013.5647,0.01,0.0119693,2.866977,-0.022068,8.60E-20,5437,1705,564
,,,,,,,,,,,,
QC2RE2735,-2.266607,-452.98962,-1.71E-04,3013.5747,0.01,0.0107406,2.867026,-0.022419,8.62E-20,5441,1705,565
,,,,,,,,,,,,
QC2RE2725,-2.256619,-452.98912,-1.75E-04,3013.5847,0.01,0.0089956,2.867071,-0.022731,8.64E-20,5445,1705,566
,,,,,,,,,,,,
QC2RE2715,-2.246632,-452.98862,-1.79E-04,3013.5947,0.01,0.0068836,2.86711,-0.022986,8.65E-20,5450,1705,567
,,,,,,,,,,,,
QC2RE2705,-2.236645,-452.988119,-1.83E-04,3013.6047,0.01,0.0047228,2.867141,-0.02317,8.66E-20,5454,1705,568
,,,,,,,,,,,,
QC2RE2695,-2.226657,-452.987619,-1.87E-04,3013.6147,0.01,0.0028577,2.867165,-0.023278,8.67E-20,5458,1705,569
,,,,,,,,,,,,
QC2RE2685,-2.21667,-452.987119,-1.91E-04,3013.6247,0.01,0.001492,2.867183,-0.023315,8.67E-20,5462,1705,570
,,,,,,,,,,,,
QC2RE2675,-2.206682,-452.986619,-1.96E-04,3013.6347,0.01,6.34E-04,2.867198,-0.023292,8.68E-20,5466,1705,571
,,,,,,,,,,,,
QC2RE2665,-2.196695,-452.986119,-2.00E-04,3013.6447,0.01,1.65E-04,2.867212,-0.023223,8.68E-20,5470,1705,572
,,,,,,,,,,,,
QC2RE2655,-2.186707,-452.985618,-2.04E-04,3013.6547,0.01,-5.76E-05,2.867227,-0.023115,8.69E-20,5474,1705,573
,,,,,,,,,,,,
QC2RE2645,-2.17672,-452.985118,-2.08E-04,3013.6647,0.01,-1.45E-04,2.867244,-0.022974,8.69E-20,5478,1705,574
,,,,,,,,,,,,
QC2RE2635,-2.166732,-452.984618,-2.12E-04,3013.6747,0.01,-1.68E-04,2.867262,-0.022807,8.70E-20,5482,1705,575
,,,,,,,,,,,,
QC2RE2625,-2.156745,-452.984118,-2.16E-04,3013.6847,0.01,-1.61E-04,2.867281,-0.022623,8.71E-20,5486,1705,576
,,,,,,,,,,,,
QC2RE2615,-2.146757,-452.983617,-2.20E-04,3013.6947,0.01,-1.45E-04,2.867299,-0.022433,8.71E-20,5490,1705,577
,,,,,,,,,,,,
QC2RE2605,-2.13677,-452.983117,-2.23E-04,3013.7047,0.01,-1.27E-04,2.867318,-0.022255,8.72E-20,5494,1705,578
,,,,,,,,,,,,
QC2RE2595,-2.126782,-452.982617,-2.27E-04,3013.7147,0.01,-1.10E-04,2.867334,-0.022106,8.72E-20,5498,1705,579
,,,,,,,,,,,,
QC2RE2585,-2.116795,-452.982117,-2.31E-04,3013.7247,0.01,-9.55E-05,2.86735,-0.022004,8.73E-20,5502,1705,580
,,,,,,,,,,,,
QC2RE2575,-2.106807,-452.981616,-2.35E-04,3013.7347,0.01,-8.36E-05,2.867364,-0.021961,8.73E-20,5506,1705,581
,,,,,,,,,,,,
QC2RE2565,-2.09682,-452.981116,-2.39E-04,3013.7447,0.01,-7.39E-05,2.867377,-0.021986,8.74E-20,5510,1705,582
,,,,,,,,,,,,
QC2RE2555,-2.086832,-452.980616,-2.43E-04,3013.7547,0.01,-6.61E-05,2.867389,-0.022082,8.74E-20,5514,1705,583
,,,,,,,,,,,,
QC2RE2545,-2.076845,-452.980116,-2.47E-04,3013.7647,0.01,-5.98E-05,2.8674,-0.022247,8.75E-20,5518,1705,584
,,,,,,,,,,,,
QC2RE2535,-2.066857,-452.979615,-2.50E-04,3013.7747,0.01,-5.48E-05,2.86741,-0.022475,8.75E-20,5522,1705,585
,,,,,,,,,,,,
QC2RE2525,-2.05687,-452.979115,-2.54E-04,3013.7847,0.01,-5.07E-05,2.86742,-0.022757,8.75E-20,5526,1705,586
,,,,,,,,,,,,
QC2RE2515,-2.046882,-452.978615,-2.58E-04,3013.7947,0.01,-4.74E-05,2.86743,-0.023083,8.76E-20,5530,1705,587
,,,,,,,,,,,,
QC2RE2505,-2.036895,-452.978115,-2.62E-04,3013.8047,0.01,-4.47E-05,2.86744,-0.023437,8.76E-20,5534,1705,588
,,,,,,,,,,,,
MQC2RE,-2.026907,-452.977614,-2.67E-04,3013.8147,0,0,2.86745,-0.023804,8.76E-20,5537,1705,11
,,,,,,,,,,,,
QC2RE2495,-2.026907,-452.977614,-2.67E-04,3013.8147,0.01,-4.24E-05,2.86745,-0.023804,8.76E-20,5539,1705,589
,,,,,,,,,,,,
QC2RE2485,-2.01692,-452.977114,-2.71E-04,3013.8247,0.01,-4.06E-05,2.86746,-0.024167,8.77E-20,5543,1705,590
,,,,,,,,,,,,
QC2RE2475,-2.006932,-452.976614,-2.75E-04,3013.8347,0.01,-3.91E-05,2.86747,-0.024507,8.77E-20,5547,1705,591
,,,,,,,,,,,,
QC2RE2465,-1.996945,-452.976114,-2.79E-04,3013.8447,0.01,-3.78E-05,2.867479,-0.024804,8.77E-20,5551,1705,592
,,,,,,,,,,,,
QC2RE2455,-1.986958,-452.975613,-2.84E-04,3013.8547,0.01,-3.67E-05,2.867489,-0.025037,8.78E-20,5555,1705,593
,,,,,,,,,,,,
QC2RE2445,-1.97697,-452.975113,-2.88E-04,3013.8647,0.01,-3.56E-05,2.867498,-0.025184,8.78E-20,5559,1705,594
,,,,,,,,,,,,
QC2RE2435,-1.966983,-452.974613,-2.92E-04,3013.8747,0.01,-3.44E-05,2.867507,-0.025224,8.78E-20,5563,1705,595
,,,,,,,,,,,,
QC2RE2425,-1.956995,-452.974113,-2.97E-04,3013.8847,0.01,-1.66E-05,2.867516,-0.025134,8.78E-20,5567,1705,596
,,,,,,,,,,,,
QC1RE1905,-1.437646,-452.9481,-2.48E-04,3014.4047,0.01,3.96E-05,2.867334,0.015254,8.72E-20,5673,1706,597
,,,,,,,,,,,,
QC1RE1895,-1.427659,-452.947599,-2.45E-04,3014.4147,0.01,3.99E-05,2.867342,0.015254,8.73E-20,5677,1706,598
,,,,,,,,,,,,
QC1RE1885,-1.417671,-452.947099,-2.43E-04,3014.4247,0.01,4.00E-05,2.867351,0.015254,8.73E-20,5681,1706,599
,,,,,,,,,,,,
QC1RE1875,-1.407684,-452.946599,-2.40E-04,3014.4347,0.01,4.02E-05,2.867361,0.015254,8.73E-20,5685,1706,600
,,,,,,,,,,,,
QC1RE1865,-1.397696,-452.946099,-2.37E-04,3014.4447,0.01,4.05E-05,2.867371,0.015253,8.74E-20,5689,1706,601
,,,,,,,,,,,,
QC1RE1855,-1.387709,-452.945599,-2.35E-04,3014.4547,0.01,4.07E-05,2.867382,0.015253,8.74E-20,5693,1706,602
,,,,,,,,,,,,
QC1RE1845,-1.377721,-452.945098,-2.32E-04,3014.4647,0.01,4.11E-05,2.867393,0.015253,8.74E-20,5697,1706,603
,,,,,,,,,,,,
QC1RE1835,-1.367734,-452.944598,-2.29E-04,3014.4747,0.01,4.15E-05,2.867405,0.015253,8.75E-20,5701,1706,604
,,,,,,,,,,,,
QC1RE1825,-1.357746,-452.944098,-2.27E-04,3014.4847,0.01,4.19E-05,2.867417,0.015253,8.75E-20,5705,1706,605
,,,,,,,,,,,,
QC1RE1815,-1.347759,-452.943598,-2.24E-04,3014.4947,0.01,4.25E-05,2.86743,0.015253,8.76E-20,5709,1706,606
,,,,,,,,,,,,
QC1RE1805,-1.337771,-452.943097,-2.21E-04,3014.5047,0.01,4.33E-05,2.867444,0.015252,8.76E-20,5713,1706,607
,,,,,,,,,,,,
QC1RE1795,-1.327784,-452.942597,-2.19E-04,3014.5147,0.01,4.42E-05,2.867459,0.015252,8.77E-20,5717,1706,608
,,,,,,,,,,,,
QC1RE1785,-1.317796,-452.942097,-2.16E-04,3014.5247,0.01,4.54E-05,2.867474,0.015252,8.77E-20,5721,1706,609
,,,,,,,,,,,,
QC1RE1775,-1.307809,-452.941596,-2.13E-04,3014.5347,0.01,4.69E-05,2.867491,0.015252,8.78E-20,5725,1706,610
,,,,,,,,,,,,
QC1RE1765,-1.297821,-452.941096,-2.11E-04,3014.5447,0.01,4.89E-05,2.867509,0.015252,8.78E-20,5729,1706,611
,,,,,,,,,,,,
QC1RE1755,-1.287834,-452.940596,-2.08E-04,3014.5547,0.01,5.15E-05,2.867529,0.015252,8.79E-20,5733,1706,612
,,,,,,,,,,,,
QC1RE1745,-1.277846,-452.940096,-2.05E-04,3014.5647,0.01,5.50E-05,2.86755,0.015252,8.80E-20,5737,1706,613
,,,,,,,,,,,,
QC1RE1735,-1.267859,-452.939595,-2.03E-04,3014.5747,0.01,5.97E-05,2.867574,0.015252,8.80E-20,5741,1706,614
,,,,,,,,,,,,
QC1RE1725,-1.257871,-452.939095,-2.00E-04,3014.5847,0.01,6.62E-05,2.8676,0.015252,8.81E-20,5745,1706,615
,,,,,,,,,,,,
QC1RE1715,-1.247884,-452.938595,-1.97E-04,3014.5947,0.01,7.53E-05,2.86763,0.015252,8.82E-20,5749,1706,616
,,,,,,,,,,,,
QC1RE1705,-1.237897,-452.938095,-1.95E-04,3014.6047,0.01,8.83E-05,2.867663,0.015251,8.83E-20,5753,1706,617
,,,,,,,,,,,,
QC1RE1695,-1.227909,-452.937594,-1.92E-04,3014.6147,0.01,1.07E-04,2.867701,0.01525,8.85E-20,5757,1706,618
,,,,,,,,,,,,
QC1RE1685,-1.217922,-452.937094,-1.89E-04,3014.6247,0.01,1.34E-04,2.867745,0.015249,8.86E-20,5761,1706,619
,,,,,,,,,,,,
QC1RE1675,-1.207934,-452.936594,-1.87E-04,3014.6347,0.01,1.74E-04,2.867796,0.015247,8.88E-20,5765,1706,620
,,,,,,,,,,,,
QC1RE1665,-1.197947,-452.936093,-1.84E-04,3014.6447,0.01,2.29E-04,2.867855,0.015244,8.90E-20,5769,1706,621
,,,,,,,,,,,,
QC1RE1655,-1.187959,-452.935593,-1.81E-04,3014.6547,0.01,2.95E-04,2.867925,0.015241,8.92E-20,5773,1706,622
,,,,,,,,,,,,
QC1RE1645,-1.177972,-452.935093,-1.79E-04,3014.6647,0.01,3.27E-04,2.868005,0.015236,8.95E-20,5777,1706,623
,,,,,,,,,,,,
QC1RE1635,-1.167984,-452.934592,-1.76E-04,3014.6747,0.01,1.38E-04,2.868091,0.015231,8.98E-20,5781,1706,624
,,,,,,,,,,,,
QC1RE1625,-1.157997,-452.934092,-1.73E-04,3014.6847,0.01,-8.68E-04,2.868165,0.015229,9.00E-20,5785,1706,625
,,,,,,,,,,,,
QC1RE1615,-1.148009,-452.933592,-1.71E-04,3014.6947,0.01,-0.003909,2.868174,0.01524,9.01E-20,5789,1706,626
,,,,,,,,,,,,
QC1RE1605,-1.138022,-452.933091,-1.68E-04,3014.7047,0.01,-0.0099164,2.867995,0.015288,8.95E-20,5793,1706,627
,,,,,,,,,,,,
QC1RE1595,-1.128034,-452.932591,-1.65E-04,3014.7147,0.01,-0.0175501,2.867446,0.015408,8.76E-20,5797,1706,628
,,,,,,,,,,,,
QC1RE1585,-1.118047,-452.932091,-1.63E-04,3014.7247,0.01,-0.0238792,2.866389,0.015619,8.41E-20,5801,1706,629
,,,,,,,,,,,,
QC1RE1575,-1.108059,-452.931591,-1.60E-04,3014.7347,0.01,-0.0274025,2.864839,0.015905,7.88E-20,5805,1706,630
,,,,,,,,,,,,
QC1RE1565,-1.098072,-452.931091,-1.57E-04,3014.7447,0.01,-0.0287471,2.86294,0.016234,7.24E-20,5809,1706,631
,,,,,,,,,,,,
QC1RE1555,-1.088084,-452.930592,-1.54E-04,3014.7547,0.01,-0.0290801,2.860864,0.016576,6.55E-20,5814,1706,632
,,,,,,,,,,,,
QC1RE1545,-1.078097,-452.930093,-1.51E-04,3014.7647,0.01,-0.0290901,2.858725,0.016919,5.83E-20,5818,1706,633
,,,,,,,,,,,,
QC1RE1535,-1.068109,-452.929594,-1.48E-04,3014.7747,0.01,-0.0290321,2.856574,0.017258,5.10E-20,5822,1706,634
,,,,,,,,,,,,
QC1RE1525,-1.058122,-452.929096,-1.45E-04,3014.7847,0.01,-0.0289756,2.854426,0.01759,4.38E-20,5826,1706,635
,,,,,,,,,,,,
QC1RE1515,-1.048134,-452.928598,-1.42E-04,3014.7947,0.01,-0.0289334,2.852285,0.017916,3.66E-20,5830,1706,636
,,,,,,,,,,,,
QC1RE1505,-1.038146,-452.928101,-1.39E-04,3014.8047,0.01,-0.0289038,2.85015,0.018236,2.94E-20,5834,1706,637
,,,,,,,,,,,,
QC1RE1495,-1.028159,-452.927604,-1.36E-04,3014.8147,0.01,-0.0288836,2.848019,0.01855,2.22E-20,5838,1706,638
,,,,,,,,,,,,
QC1RE1485,-1.018171,-452.927107,-1.33E-04,3014.8247,0.01,-0.0288696,2.84589,0.018858,1.51E-20,5842,1706,639
,,,,,,,,,,,,
QC1RE1475,-1.008183,-452.926611,-1.29E-04,3014.8347,0.01,-0.02886,2.84376,0.01916,7.89E-21,5846,1706,640
,,,,,,,,,,,,
QC1RE1465,-0.998196,-452.926115,-1.26E-04,3014.8447,0.01,-0.0288533,2.841629,0.019457,7.16E-22,5850,1706,641
,,,,,,,,,,,,
QC1RE1455,-0.988208,-452.925619,-1.22E-04,3014.8547,0.01,-0.0288486,2.839495,0.019747,-6.47E-21,5854,1706,642
,,,,,,,,,,,,
QC1RE1445,-0.97822,-452.925124,-1.19E-04,3014.8647,0.01,-0.0288454,2.837355,0.020032,-1.37E-20,5858,1706,643
,,,,,,,,,,,,
QC1RPE143,9            -.968233,-452.924629,-1.15E-04,3014.8747,0,1.67E-08,2.83521,0.020311,-2.09E-20,5861,1706,644
,,,,,,,,,,,,
QC1RE1435,-0.968233,-452.924629,-1.15E-04,3014.8747,0.01,-0.0288433,2.83521,0.020311,-2.09E-20,5862,1706,645
,,,,,,,,,,,,
QC1RPE143,1            -.958245,-452.924135,-1.12E-04,3014.8847,0,1.67E-08,2.833057,0.020584,-2.81E-20,5863,1706,644
,,,,,,,,,,,,
QC1RPE142,9            -.958245,-452.924135,-1.12E-04,3014.8847,0,5.68E-08,2.833057,0.020584,-2.81E-20,5865,1706,646
,,,,,,,,,,,,
QC1RE1425,-0.958245,-452.924135,-1.12E-04,3014.8847,0.01,-0.028842,2.833057,0.020584,-2.81E-20,5866,1706,647
,,,,,,,,,,,,
QC1RPE142,1            -.948257,-452.923641,-1.08E-04,3014.8947,0,5.68E-08,2.830898,0.020851,-3.54E-20,5867,1706,646
,,,,,,,,,,,,
QC1RPE141,9            -.948257,-452.923641,-1.08E-04,3014.8947,0,2.99E-08,2.830898,0.020851,-3.54E-20,5869,1706,648
,,,,,,,,,,,,
QC1RE1415,-0.948257,-452.923641,-1.08E-04,3014.8947,0.01,-0.0288415,2.830898,0.020851,-3.54E-20,5870,1706,649
,,,,,,,,,,,,
QC1RPE141,1            -.938269,-452.923147,-1.05E-04,3014.9047,0,2.99E-08,2.82873,0.021113,-4.27E-20,5872,1706,648
,,,,,,,,,,,,
ZHQC1RE,-0.938269,-452.923147,-1.05E-04,3014.9047,0,0,2.82873,0.021113,-4.27E-20,5876,1706,11
,,,,,,,,,,,,
ZVQC1RE,-0.938269,-452.923147,-1.05E-04,3014.9047,0,0,2.753824,0.017957,-2.95E-19,5877,1706,11
,,,,,,,,,,,,
QC1RPE140,9            -.938269,-452.923147,-1.05E-04,3014.9047,0,7.49E-09,2.82873,0.021113,-4.27E-20,5879,1706,650
,,,,,,,,,,,,
QC1RE1405,-0.938269,-452.923147,-1.05E-04,3014.9047,0.01,-0.0288415,2.82873,0.021113,-4.27E-20,5880,1706,649
,,,,,,,,,,,,
QC1RPE140,1            -.928281,-452.922654,-1.01E-04,3014.9147,0,7.49E-09,2.826552,0.021369,-5.00E-20,5881,1706,650
,,,,,,,,,,,,
QC1RPE139,9            -.928281,-452.922654,-1.01E-04,3014.9147,0,-1.40E-08,2.826552,0.021369,-5.00E-20,5883,1706,651
,,,,,,,,,,,,
QC1RE1395,-0.928281,-452.922654,-1.01E-04,3014.9147,0.01,-0.0288422,2.826552,0.021369,-5.00E-20,5884,1706,652
,,,,,,,,,,,,
QC1RPE139,1            -.918293,-452.922161,-9.71E-05,3014.9247,0,-1.40E-08,2.824362,0.021619,-5.74E-20,5885,1706,651
,,,,,,,,,,,,
QC1RPE138,9            -.918293,-452.922161,-9.71E-05,3014.9247,0,-3.47E-08,2.824362,0.021619,-5.74E-20,5887,1706,653
,,,,,,,,,,,,
QC1RE1385,-0.918293,-452.922161,-9.71E-05,3014.9247,0.01,-0.0288436,2.824362,0.021619,-5.74E-20,5888,1706,654
,,,,,,,,,,,,
QC1RPE138,1            -.908306,-452.921668,-9.33E-05,3014.9347,0,-3.47E-08,2.822161,0.021862,-6.48E-20,5889,1706,653
,,,,,,,,,,,,
QC1RPE137,9            -.908306,-452.921668,-9.33E-05,3014.9347,0,-5.45E-08,2.822161,0.021862,-6.48E-20,5891,1706,655
,,,,,,,,,,,,
QC1RE1375,-0.908306,-452.921668,-9.33E-05,3014.9347,0.01,-0.0288459,2.822161,0.021862,-6.48E-20,5892,1706,656
,,,,,,,,,,,,
QC1RPE137,1            -.898318,-452.921176,-8.95E-05,3014.9447,0,-5.45E-08,2.819947,0.0221,-7.23E-20,5893,1706,655
,,,,,,,,,,,,
QC1RPE136,9            -.898318,-452.921176,-8.95E-05,3014.9447,0,-7.36E-08,2.819947,0.0221,-7.23E-20,5895,1706,657
,,,,,,,,,,,,
QC1RE1365,-0.898318,-452.921176,-8.95E-05,3014.9447,0.01,-0.0288493,2.819947,0.0221,-7.23E-20,5896,1706,658
,,,,,,,,,,,,
QC1RPE136,1            -.888330,-452.920684,-8.56E-05,3014.9547,0,-7.36E-08,2.817718,0.022332,-7.98E-20,5897,1706,657
,,,,,,,,,,,,
QC1RPE135,9            -.888330,-452.920684,-8.56E-05,3014.9547,0,-9.21E-08,2.817718,0.022332,-7.98E-20,5899,1706,659
,,,,,,,,,,,,
QC1RE1355,-0.88833,-452.920684,-8.56E-05,3014.9547,0.01,-0.0288541,2.817718,0.022332,-7.98E-20,5900,1706,660
,,,,,,,,,,,,
QC1RPE135,1            -.878342,-452.920193,-8.17E-05,3014.9647,0,-9.21E-08,2.815474,0.022557,-8.73E-20,5901,1706,659
,,,,,,,,,,,,
QC1RPE134,9            -.878342,-452.920193,-8.17E-05,3014.9647,0,-1.10E-07,2.815474,0.022557,-8.73E-20,5903,1706,661
,,,,,,,,,,,,
QC1RE1345,-0.878342,-452.920193,-8.17E-05,3014.9647,0.01,-0.0288611,2.815474,0.022557,-8.73E-20,5904,1706,662
,,,,,,,,,,,,
QC1RPE134,1            -.868354,-452.919702,-7.77E-05,3014.9747,0,-1.10E-07,2.813213,0.022777,-9.49E-20,5905,1706,661
,,,,,,,,,,,,
QC1RPE133,9            -.868354,-452.919702,-7.77E-05,3014.9747,0,-1.28E-07,2.813213,0.022777,-9.49E-20,5907,1706,663
,,,,,,,,,,,,
QC1RE1335,-0.868354,-452.919702,-7.77E-05,3014.9747,0.01,-0.028871,2.813213,0.022777,-9.49E-20,5908,1706,664
,,,,,,,,,,,,
QC1RPE133,1            -.858366,-452.919211,-7.38E-05,3014.9847,0,-1.28E-07,2.810934,0.02299,-1.03E-19,5909,1706,663
,,,,,,,,,,,,
QC1RPE132,9            -.858366,-452.919211,-7.38E-05,3014.9847,0,-1.47E-07,2.810934,0.02299,-1.03E-19,5911,1706,665
,,,,,,,,,,,,
QC1RE1325,-0.858366,-452.919211,-7.38E-05,3014.9847,0.01,-0.0288853,2.810934,0.02299,-1.03E-19,5912,1706,666
,,,,,,,,,,,,
